,Accident_ID,Severity
130,636,Highly_Fatal_And_Damaging
131,642,Significant_Damage_And_Serious_Injuries
132,648,Significant_Damage_And_Serious_Injuries
133,651,Highly_Fatal_And_Damaging
134,653,Highly_Fatal_And_Damaging
135,658,Significant_Damage_And_Serious_Injuries
136,659,Minor_Damage_And_Injuries
137,660,Significant_Damage_And_Serious_Injuries
138,662,Significant_Damage_And_Serious_Injuries
139,665,Significant_Damage_And_Serious_Injuries
140,674,Minor_Damage_And_Injuries
141,676,Significant_Damage_And_Fatalities
142,682,Significant_Damage_And_Fatalities
143,686,Minor_Damage_And_Injuries
144,687,Highly_Fatal_And_Damaging
145,692,Minor_Damage_And_Injuries
146,699,Significant_Damage_And_Serious_Injuries
147,703,Significant_Damage_And_Serious_Injuries
148,706,Significant_Damage_And_Fatalities
149,708,Significant_Damage_And_Fatalities
150,714,Minor_Damage_And_Injuries
151,719,Minor_Damage_And_Injuries
152,721,Significant_Damage_And_Fatalities
153,725,Significant_Damage_And_Serious_Injuries
154,728,Significant_Damage_And_Serious_Injuries
155,733,Significant_Damage_And_Serious_Injuries
156,735,Highly_Fatal_And_Damaging
157,736,Significant_Damage_And_Serious_Injuries
158,745,Significant_Damage_And_Serious_Injuries
159,762,Minor_Damage_And_Injuries
160,768,Significant_Damage_And_Fatalities
161,773,Highly_Fatal_And_Damaging
162,777,Significant_Damage_And_Fatalities
163,781,Minor_Damage_And_Injuries
164,782,Highly_Fatal_And_Damaging
165,797,Minor_Damage_And_Injuries
166,801,Significant_Damage_And_Serious_Injuries
167,815,Highly_Fatal_And_Damaging
168,818,Highly_Fatal_And_Damaging
169,824,Minor_Damage_And_Injuries
170,832,Significant_Damage_And_Serious_Injuries
171,834,Minor_Damage_And_Injuries
172,842,Significant_Damage_And_Serious_Injuries
173,850,Significant_Damage_And_Serious_Injuries
174,855,Minor_Damage_And_Injuries
175,860,Highly_Fatal_And_Damaging
176,865,Highly_Fatal_And_Damaging
177,867,Minor_Damage_And_Injuries
178,868,Minor_Damage_And_Injuries
179,873,Highly_Fatal_And_Damaging
180,876,Highly_Fatal_And_Damaging
181,882,Minor_Damage_And_Injuries
182,886,Highly_Fatal_And_Damaging
183,887,Significant_Damage_And_Serious_Injuries
184,888,Minor_Damage_And_Injuries
185,889,Highly_Fatal_And_Damaging
186,898,Significant_Damage_And_Fatalities
187,902,Highly_Fatal_And_Damaging
188,908,Highly_Fatal_And_Damaging
189,909,Significant_Damage_And_Serious_Injuries
190,914,Significant_Damage_And_Serious_Injuries
191,927,Minor_Damage_And_Injuries
192,940,Significant_Damage_And_Fatalities
193,944,Significant_Damage_And_Fatalities
194,950,Highly_Fatal_And_Damaging
195,951,Highly_Fatal_And_Damaging
196,953,Significant_Damage_And_Fatalities
197,956,Significant_Damage_And_Serious_Injuries
198,967,Minor_Damage_And_Injuries
199,977,Minor_Damage_And_Injuries
200,978,Minor_Damage_And_Injuries
201,979,Significant_Damage_And_Serious_Injuries
202,982,Minor_Damage_And_Injuries
203,989,Minor_Damage_And_Injuries
204,990,Minor_Damage_And_Injuries
205,999,Highly_Fatal_And_Damaging
206,1005,Significant_Damage_And_Fatalities
207,1011,Significant_Damage_And_Serious_Injuries
208,1013,Minor_Damage_And_Injuries
209,1015,Highly_Fatal_And_Damaging
210,1018,Highly_Fatal_And_Damaging
211,1021,Highly_Fatal_And_Damaging
212,1022,Minor_Damage_And_Injuries
213,1024,Highly_Fatal_And_Damaging
214,1025,Minor_Damage_And_Injuries
215,1031,Highly_Fatal_And_Damaging
216,1036,Significant_Damage_And_Serious_Injuries
217,1048,Minor_Damage_And_Injuries
218,1050,Highly_Fatal_And_Damaging
219,1055,Significant_Damage_And_Fatalities
220,1057,Highly_Fatal_And_Damaging
221,1072,Minor_Damage_And_Injuries
222,1075,Minor_Damage_And_Injuries
223,1082,Highly_Fatal_And_Damaging
224,1102,Significant_Damage_And_Serious_Injuries
225,1103,Significant_Damage_And_Serious_Injuries
226,1109,Minor_Damage_And_Injuries
227,1114,Highly_Fatal_And_Damaging
228,1116,Significant_Damage_And_Serious_Injuries
229,1123,Highly_Fatal_And_Damaging
230,1127,Significant_Damage_And_Fatalities
231,1135,Minor_Damage_And_Injuries
232,1143,Highly_Fatal_And_Damaging
233,1144,Significant_Damage_And_Serious_Injuries
234,1147,Highly_Fatal_And_Damaging
235,1149,Significant_Damage_And_Fatalities
236,1155,Highly_Fatal_And_Damaging
237,1158,Significant_Damage_And_Serious_Injuries
238,1160,Highly_Fatal_And_Damaging
239,1164,Significant_Damage_And_Fatalities
240,1170,Highly_Fatal_And_Damaging
241,1175,Minor_Damage_And_Injuries
242,1179,Highly_Fatal_And_Damaging
243,1186,Significant_Damage_And_Serious_Injuries
244,1193,Highly_Fatal_And_Damaging
245,1197,Significant_Damage_And_Serious_Injuries
246,1198,Significant_Damage_And_Serious_Injuries
247,1207,Minor_Damage_And_Injuries
248,1213,Significant_Damage_And_Fatalities
249,1217,Highly_Fatal_And_Damaging
250,1226,Minor_Damage_And_Injuries
251,1227,Significant_Damage_And_Serious_Injuries
252,1234,Significant_Damage_And_Fatalities
253,1238,Minor_Damage_And_Injuries
254,1240,Significant_Damage_And_Serious_Injuries
255,1242,Significant_Damage_And_Serious_Injuries
256,1250,Minor_Damage_And_Injuries
257,1251,Highly_Fatal_And_Damaging
258,1256,Significant_Damage_And_Serious_Injuries
259,1258,Minor_Damage_And_Injuries
260,1269,Minor_Damage_And_Injuries
261,1270,Minor_Damage_And_Injuries
262,1271,Significant_Damage_And_Serious_Injuries
263,1272,Significant_Damage_And_Fatalities
264,1279,Minor_Damage_And_Injuries
265,1282,Significant_Damage_And_Serious_Injuries
266,1284,Highly_Fatal_And_Damaging
267,1285,Significant_Damage_And_Fatalities
268,1286,Minor_Damage_And_Injuries
269,1294,Minor_Damage_And_Injuries
270,1305,Minor_Damage_And_Injuries
271,1310,Significant_Damage_And_Serious_Injuries
272,1312,Minor_Damage_And_Injuries
273,1325,Significant_Damage_And_Serious_Injuries
274,1333,Minor_Damage_And_Injuries
275,1343,Highly_Fatal_And_Damaging
276,1347,Significant_Damage_And_Fatalities
277,1348,Minor_Damage_And_Injuries
278,1350,Significant_Damage_And_Fatalities
279,1355,Minor_Damage_And_Injuries
280,1357,Highly_Fatal_And_Damaging
281,1371,Minor_Damage_And_Injuries
282,1378,Minor_Damage_And_Injuries
283,1393,Minor_Damage_And_Injuries
284,1398,Minor_Damage_And_Injuries
285,1405,Significant_Damage_And_Fatalities
286,1406,Minor_Damage_And_Injuries
287,1407,Minor_Damage_And_Injuries
288,1421,Significant_Damage_And_Fatalities
289,1431,Minor_Damage_And_Injuries
290,1432,Minor_Damage_And_Injuries
291,1437,Minor_Damage_And_Injuries
292,1439,Highly_Fatal_And_Damaging
293,1440,Minor_Damage_And_Injuries
294,1441,Highly_Fatal_And_Damaging
295,1442,Significant_Damage_And_Serious_Injuries
296,1448,Minor_Damage_And_Injuries
297,1450,Minor_Damage_And_Injuries
298,1453,Minor_Damage_And_Injuries
299,1454,Highly_Fatal_And_Damaging
300,1460,Significant_Damage_And_Serious_Injuries
301,1461,Highly_Fatal_And_Damaging
302,1473,Significant_Damage_And_Serious_Injuries
303,1481,Minor_Damage_And_Injuries
304,1488,Significant_Damage_And_Fatalities
305,1499,Significant_Damage_And_Fatalities
306,1502,Significant_Damage_And_Serious_Injuries
307,1505,Highly_Fatal_And_Damaging
308,1511,Significant_Damage_And_Serious_Injuries
309,1516,Significant_Damage_And_Serious_Injuries
310,1523,Highly_Fatal_And_Damaging
311,1527,Highly_Fatal_And_Damaging
312,1560,Highly_Fatal_And_Damaging
313,1566,Minor_Damage_And_Injuries
314,1567,Highly_Fatal_And_Damaging
315,1568,Highly_Fatal_And_Damaging
316,1569,Significant_Damage_And_Fatalities
317,1570,Highly_Fatal_And_Damaging
318,1576,Minor_Damage_And_Injuries
319,1589,Significant_Damage_And_Serious_Injuries
320,1592,Minor_Damage_And_Injuries
321,1598,Highly_Fatal_And_Damaging
322,1599,Highly_Fatal_And_Damaging
323,1600,Highly_Fatal_And_Damaging
324,1607,Highly_Fatal_And_Damaging
325,1608,Significant_Damage_And_Serious_Injuries
326,1611,Minor_Damage_And_Injuries
327,1613,Significant_Damage_And_Fatalities
328,1623,Significant_Damage_And_Fatalities
329,1647,Significant_Damage_And_Fatalities
330,1649,Significant_Damage_And_Serious_Injuries
331,1658,Highly_Fatal_And_Damaging
332,1662,Highly_Fatal_And_Damaging
333,1668,Significant_Damage_And_Serious_Injuries
334,1676,Significant_Damage_And_Serious_Injuries
335,1678,Minor_Damage_And_Injuries
336,1682,Highly_Fatal_And_Damaging
337,1690,Significant_Damage_And_Fatalities
338,1701,Highly_Fatal_And_Damaging
339,1710,Minor_Damage_And_Injuries
340,1723,Minor_Damage_And_Injuries
341,1725,Minor_Damage_And_Injuries
342,1747,Highly_Fatal_And_Damaging
343,1748,Significant_Damage_And_Serious_Injuries
344,1754,Highly_Fatal_And_Damaging
345,1756,Highly_Fatal_And_Damaging
346,1757,Minor_Damage_And_Injuries
347,1770,Minor_Damage_And_Injuries
348,1774,Significant_Damage_And_Serious_Injuries
349,1776,Significant_Damage_And_Serious_Injuries
350,1789,Highly_Fatal_And_Damaging
351,1794,Significant_Damage_And_Fatalities
352,1804,Highly_Fatal_And_Damaging
353,1806,Minor_Damage_And_Injuries
354,1807,Minor_Damage_And_Injuries
355,1811,Significant_Damage_And_Serious_Injuries
356,1814,Minor_Damage_And_Injuries
357,1826,Highly_Fatal_And_Damaging
358,1832,Highly_Fatal_And_Damaging
359,1835,Minor_Damage_And_Injuries
360,1839,Significant_Damage_And_Fatalities
361,1840,Significant_Damage_And_Fatalities
362,1848,Significant_Damage_And_Serious_Injuries
363,1849,Significant_Damage_And_Fatalities
364,1850,Minor_Damage_And_Injuries
365,1854,Significant_Damage_And_Fatalities
366,1861,Significant_Damage_And_Fatalities
367,1866,Minor_Damage_And_Injuries
368,1868,Significant_Damage_And_Serious_Injuries
369,1872,Significant_Damage_And_Serious_Injuries
370,1875,Minor_Damage_And_Injuries
371,1877,Significant_Damage_And_Fatalities
372,1879,Significant_Damage_And_Fatalities
373,1880,Significant_Damage_And_Serious_Injuries
374,1892,Minor_Damage_And_Injuries
375,1896,Highly_Fatal_And_Damaging
376,1898,Highly_Fatal_And_Damaging
377,1899,Highly_Fatal_And_Damaging
378,1903,Significant_Damage_And_Serious_Injuries
379,1909,Minor_Damage_And_Injuries
380,1912,Highly_Fatal_And_Damaging
381,1920,Significant_Damage_And_Fatalities
382,1933,Minor_Damage_And_Injuries
383,1940,Minor_Damage_And_Injuries
384,1941,Highly_Fatal_And_Damaging
385,1944,Highly_Fatal_And_Damaging
386,1946,Significant_Damage_And_Fatalities
387,1950,Significant_Damage_And_Fatalities
388,1955,Minor_Damage_And_Injuries
389,1957,Minor_Damage_And_Injuries
390,1958,Minor_Damage_And_Injuries
391,1965,Minor_Damage_And_Injuries
392,1971,Minor_Damage_And_Injuries
393,1974,Highly_Fatal_And_Damaging
394,1980,Highly_Fatal_And_Damaging
395,1984,Significant_Damage_And_Fatalities
396,1990,Significant_Damage_And_Fatalities
397,1991,Highly_Fatal_And_Damaging
398,1994,Minor_Damage_And_Injuries
399,1997,Significant_Damage_And_Serious_Injuries
400,2006,Highly_Fatal_And_Damaging
401,2008,Highly_Fatal_And_Damaging
402,2013,Minor_Damage_And_Injuries
403,2015,Significant_Damage_And_Serious_Injuries
404,2016,Minor_Damage_And_Injuries
405,2021,Significant_Damage_And_Serious_Injuries
406,2023,Significant_Damage_And_Fatalities
407,2038,Minor_Damage_And_Injuries
408,2040,Significant_Damage_And_Serious_Injuries
409,2048,Minor_Damage_And_Injuries
410,2063,Significant_Damage_And_Serious_Injuries
411,2073,Minor_Damage_And_Injuries
412,2075,Highly_Fatal_And_Damaging
413,2081,Highly_Fatal_And_Damaging
414,2082,Highly_Fatal_And_Damaging
415,2086,Significant_Damage_And_Serious_Injuries
416,2090,Minor_Damage_And_Injuries
417,2091,Highly_Fatal_And_Damaging
418,2094,Significant_Damage_And_Serious_Injuries
419,2096,Significant_Damage_And_Fatalities
420,2097,Highly_Fatal_And_Damaging
421,2101,Highly_Fatal_And_Damaging
422,2103,Significant_Damage_And_Serious_Injuries
423,2106,Minor_Damage_And_Injuries
424,2107,Significant_Damage_And_Fatalities
425,2113,Significant_Damage_And_Serious_Injuries
426,2122,Minor_Damage_And_Injuries
427,2123,Significant_Damage_And_Fatalities
428,2132,Minor_Damage_And_Injuries
429,2134,Highly_Fatal_And_Damaging
430,2141,Highly_Fatal_And_Damaging
431,2145,Minor_Damage_And_Injuries
432,2147,Significant_Damage_And_Fatalities
433,2149,Significant_Damage_And_Serious_Injuries
434,2155,Highly_Fatal_And_Damaging
435,2161,Significant_Damage_And_Serious_Injuries
436,2177,Significant_Damage_And_Serious_Injuries
437,2179,Significant_Damage_And_Fatalities
438,2182,Significant_Damage_And_Fatalities
439,2192,Significant_Damage_And_Serious_Injuries
440,2195,Significant_Damage_And_Fatalities
441,2196,Significant_Damage_And_Serious_Injuries
442,2197,Highly_Fatal_And_Damaging
443,2199,Highly_Fatal_And_Damaging
444,2204,Highly_Fatal_And_Damaging
445,2206,Minor_Damage_And_Injuries
446,2212,Minor_Damage_And_Injuries
447,2215,Highly_Fatal_And_Damaging
448,2217,Significant_Damage_And_Fatalities
449,2220,Minor_Damage_And_Injuries
450,2222,Highly_Fatal_And_Damaging
451,2227,Significant_Damage_And_Serious_Injuries
452,2239,Highly_Fatal_And_Damaging
453,2241,Significant_Damage_And_Serious_Injuries
454,2246,Minor_Damage_And_Injuries
455,2254,Minor_Damage_And_Injuries
456,2255,Highly_Fatal_And_Damaging
457,2259,Highly_Fatal_And_Damaging
458,2263,Highly_Fatal_And_Damaging
459,2264,Significant_Damage_And_Serious_Injuries
460,2269,Minor_Damage_And_Injuries
461,2281,Significant_Damage_And_Serious_Injuries
462,2284,Significant_Damage_And_Fatalities
463,2285,Significant_Damage_And_Fatalities
464,2292,Minor_Damage_And_Injuries
465,2293,Significant_Damage_And_Fatalities
466,2299,Highly_Fatal_And_Damaging
467,2301,Highly_Fatal_And_Damaging
468,2302,Highly_Fatal_And_Damaging
469,2303,Significant_Damage_And_Serious_Injuries
470,2307,Significant_Damage_And_Serious_Injuries
471,2315,Significant_Damage_And_Serious_Injuries
472,2316,Significant_Damage_And_Serious_Injuries
473,2317,Significant_Damage_And_Serious_Injuries
474,2320,Highly_Fatal_And_Damaging
475,2322,Significant_Damage_And_Fatalities
476,2334,Highly_Fatal_And_Damaging
477,2336,Minor_Damage_And_Injuries
478,2342,Highly_Fatal_And_Damaging
479,2343,Significant_Damage_And_Fatalities
480,2349,Significant_Damage_And_Serious_Injuries
481,2354,Significant_Damage_And_Fatalities
482,2357,Minor_Damage_And_Injuries
483,2364,Significant_Damage_And_Fatalities
484,2370,Highly_Fatal_And_Damaging
485,2379,Significant_Damage_And_Serious_Injuries
486,2389,Significant_Damage_And_Serious_Injuries
487,2400,Highly_Fatal_And_Damaging
488,2402,Highly_Fatal_And_Damaging
489,2406,Highly_Fatal_And_Damaging
490,2427,Significant_Damage_And_Fatalities
491,2429,Significant_Damage_And_Serious_Injuries
492,2435,Highly_Fatal_And_Damaging
493,2438,Highly_Fatal_And_Damaging
494,2439,Highly_Fatal_And_Damaging
495,2449,Significant_Damage_And_Serious_Injuries
496,2454,Highly_Fatal_And_Damaging
497,2455,Significant_Damage_And_Fatalities
498,2462,Significant_Damage_And_Serious_Injuries
499,2471,Significant_Damage_And_Serious_Injuries
500,2472,Significant_Damage_And_Serious_Injuries
501,2475,Highly_Fatal_And_Damaging
502,2476,Significant_Damage_And_Serious_Injuries
503,2483,Significant_Damage_And_Serious_Injuries
504,2485,Significant_Damage_And_Fatalities
505,2488,Highly_Fatal_And_Damaging
506,2492,Highly_Fatal_And_Damaging
507,2494,Highly_Fatal_And_Damaging
508,2504,Significant_Damage_And_Serious_Injuries
509,2510,Minor_Damage_And_Injuries
510,2516,Significant_Damage_And_Serious_Injuries
511,2517,Minor_Damage_And_Injuries
512,2519,Highly_Fatal_And_Damaging
513,2527,Minor_Damage_And_Injuries
514,2529,Minor_Damage_And_Injuries
515,2540,Minor_Damage_And_Injuries
516,2546,Minor_Damage_And_Injuries
517,2553,Minor_Damage_And_Injuries
518,2554,Highly_Fatal_And_Damaging
519,2558,Significant_Damage_And_Fatalities
520,2572,Significant_Damage_And_Fatalities
521,2585,Highly_Fatal_And_Damaging
522,2587,Significant_Damage_And_Serious_Injuries
523,2597,Significant_Damage_And_Fatalities
524,2599,Minor_Damage_And_Injuries
525,2600,Highly_Fatal_And_Damaging
526,2601,Significant_Damage_And_Fatalities
527,2608,Minor_Damage_And_Injuries
528,2613,Minor_Damage_And_Injuries
529,2616,Minor_Damage_And_Injuries
530,2619,Minor_Damage_And_Injuries
531,2620,Minor_Damage_And_Injuries
532,2621,Highly_Fatal_And_Damaging
533,2622,Minor_Damage_And_Injuries
534,2623,Significant_Damage_And_Serious_Injuries
535,2634,Minor_Damage_And_Injuries
536,2636,Highly_Fatal_And_Damaging
537,2640,Minor_Damage_And_Injuries
538,2643,Significant_Damage_And_Fatalities
539,2646,Highly_Fatal_And_Damaging
540,2651,Highly_Fatal_And_Damaging
541,2653,Significant_Damage_And_Serious_Injuries
542,2654,Highly_Fatal_And_Damaging
543,2657,Significant_Damage_And_Fatalities
544,2658,Significant_Damage_And_Fatalities
545,2664,Minor_Damage_And_Injuries
546,2667,Highly_Fatal_And_Damaging
547,2668,Significant_Damage_And_Serious_Injuries
548,2680,Minor_Damage_And_Injuries
549,2682,Minor_Damage_And_Injuries
550,2692,Significant_Damage_And_Serious_Injuries
551,2693,Highly_Fatal_And_Damaging
552,2695,Highly_Fatal_And_Damaging
553,2697,Significant_Damage_And_Fatalities
554,2698,Significant_Damage_And_Fatalities
555,2703,Minor_Damage_And_Injuries
556,2718,Significant_Damage_And_Serious_Injuries
557,2728,Highly_Fatal_And_Damaging
558,2729,Highly_Fatal_And_Damaging
559,2736,Significant_Damage_And_Serious_Injuries
560,2737,Minor_Damage_And_Injuries
561,2738,Significant_Damage_And_Serious_Injuries
562,2739,Highly_Fatal_And_Damaging
563,2746,Minor_Damage_And_Injuries
564,2750,Highly_Fatal_And_Damaging
565,2755,Significant_Damage_And_Serious_Injuries
566,2764,Significant_Damage_And_Fatalities
567,2767,Minor_Damage_And_Injuries
568,2769,Significant_Damage_And_Fatalities
569,2772,Significant_Damage_And_Serious_Injuries
570,2777,Significant_Damage_And_Fatalities
571,2778,Significant_Damage_And_Fatalities
572,2779,Highly_Fatal_And_Damaging
573,2780,Significant_Damage_And_Fatalities
574,2785,Significant_Damage_And_Serious_Injuries
575,2793,Minor_Damage_And_Injuries
576,2801,Significant_Damage_And_Fatalities
577,2814,Significant_Damage_And_Serious_Injuries
578,2821,Highly_Fatal_And_Damaging
579,2828,Highly_Fatal_And_Damaging
580,2834,Minor_Damage_And_Injuries
581,2844,Minor_Damage_And_Injuries
582,2848,Significant_Damage_And_Serious_Injuries
583,2850,Highly_Fatal_And_Damaging
584,2852,Highly_Fatal_And_Damaging
585,2860,Highly_Fatal_And_Damaging
586,2861,Significant_Damage_And_Serious_Injuries
587,2864,Highly_Fatal_And_Damaging
588,2868,Highly_Fatal_And_Damaging
589,2886,Highly_Fatal_And_Damaging
590,2887,Significant_Damage_And_Serious_Injuries
591,2890,Minor_Damage_And_Injuries
592,2892,Significant_Damage_And_Serious_Injuries
593,2907,Minor_Damage_And_Injuries
594,2908,Significant_Damage_And_Serious_Injuries
595,2909,Minor_Damage_And_Injuries
596,2914,Minor_Damage_And_Injuries
597,2917,Minor_Damage_And_Injuries
598,2923,Highly_Fatal_And_Damaging
599,2924,Significant_Damage_And_Fatalities
600,2934,Significant_Damage_And_Serious_Injuries
601,2937,Significant_Damage_And_Serious_Injuries
602,2945,Significant_Damage_And_Serious_Injuries
603,2948,Significant_Damage_And_Serious_Injuries
604,2950,Minor_Damage_And_Injuries
605,2953,Significant_Damage_And_Serious_Injuries
606,2955,Highly_Fatal_And_Damaging
607,2959,Significant_Damage_And_Serious_Injuries
608,2971,Significant_Damage_And_Serious_Injuries
609,2974,Significant_Damage_And_Serious_Injuries
610,2987,Highly_Fatal_And_Damaging
611,2994,Significant_Damage_And_Fatalities
612,2995,Minor_Damage_And_Injuries
613,3003,Minor_Damage_And_Injuries
614,3013,Highly_Fatal_And_Damaging
615,3014,Significant_Damage_And_Serious_Injuries
616,3015,Minor_Damage_And_Injuries
617,3028,Highly_Fatal_And_Damaging
618,3041,Significant_Damage_And_Serious_Injuries
619,3053,Highly_Fatal_And_Damaging
620,3057,Significant_Damage_And_Serious_Injuries
621,3059,Significant_Damage_And_Fatalities
622,3060,Highly_Fatal_And_Damaging
623,3069,Highly_Fatal_And_Damaging
624,3071,Minor_Damage_And_Injuries
625,3072,Minor_Damage_And_Injuries
626,3082,Significant_Damage_And_Fatalities
627,3084,Highly_Fatal_And_Damaging
628,3086,Minor_Damage_And_Injuries
629,3098,Significant_Damage_And_Serious_Injuries
630,3100,Significant_Damage_And_Serious_Injuries
631,3102,Significant_Damage_And_Fatalities
632,3110,Minor_Damage_And_Injuries
633,3111,Highly_Fatal_And_Damaging
634,3118,Minor_Damage_And_Injuries
635,3119,Minor_Damage_And_Injuries
636,3125,Significant_Damage_And_Fatalities
637,3133,Highly_Fatal_And_Damaging
638,3136,Minor_Damage_And_Injuries
639,3141,Significant_Damage_And_Fatalities
640,3149,Minor_Damage_And_Injuries
641,3150,Minor_Damage_And_Injuries
642,3155,Significant_Damage_And_Fatalities
643,3156,Significant_Damage_And_Fatalities
644,3160,Significant_Damage_And_Serious_Injuries
645,3163,Minor_Damage_And_Injuries
646,3175,Highly_Fatal_And_Damaging
647,3180,Highly_Fatal_And_Damaging
648,3188,Significant_Damage_And_Fatalities
649,3192,Highly_Fatal_And_Damaging
650,3193,Significant_Damage_And_Serious_Injuries
651,3197,Minor_Damage_And_Injuries
652,3201,Minor_Damage_And_Injuries
653,3204,Significant_Damage_And_Fatalities
654,3206,Highly_Fatal_And_Damaging
655,3210,Minor_Damage_And_Injuries
656,3212,Significant_Damage_And_Fatalities
657,3216,Highly_Fatal_And_Damaging
658,3239,Highly_Fatal_And_Damaging
659,3240,Minor_Damage_And_Injuries
660,3246,Minor_Damage_And_Injuries
661,3247,Minor_Damage_And_Injuries
